"Continente";"País de Residência Permanente";"Unidade da Federação";"Mês";"Chegadas"
"África";"África do Sul";"Acre";"Janeiro";"0"
"África";"África do Sul";"Acre";"Fevereiro";"1"
"África";"África do Sul";"Acre";"Março";"0"
"África";"África do Sul";"Acre";"Abril";"0"
"África";"África do Sul";"Acre";"Maio";"1"
"África";"África do Sul";"Acre";"Junho";"1"
"África";"África do Sul";"Acre";"Julho";"1"
"África";"África do Sul";"Acre";"Agosto";"1"
"África";"África do Sul";"Acre";"Setembro";"0"
"África";"África do Sul";"Acre";"Outubro";"0"
"África";"África do Sul";"Acre";"Novembro";"0"
"África";"África do Sul";"Acre";"Dezembro";"0"
"África";"África do Sul";"Amapá";"Janeiro";"1"
"África";"África do Sul";"Amapá";"Fevereiro";"1"
"África";"África do Sul";"Amapá";"Março";"0"
"África";"África do Sul";"Amapá";"Abril";"0"
"África";"África do Sul";"Amapá";"Maio";"0"
"África";"África do Sul";"Amapá";"Junho";"2"
"África";"África do Sul";"Amapá";"Julho";"0"
"África";"África do Sul";"Amapá";"Agosto";"0"
"África";"África do Sul";"Amapá";"Setembro";"0"
"África";"África do Sul";"Amapá";"Outubro";"0"
"África";"África do Sul";"Amapá";"Novembro";"0"
"África";"África do Sul";"Amapá";"Dezembro";"0"
"África";"África do Sul";"Amazonas";"Janeiro";"3"
"África";"África do Sul";"Amazonas";"Fevereiro";"1"
"África";"África do Sul";"Amazonas";"Março";"3"
"África";"África do Sul";"Amazonas";"Abril";"2"
"África";"África do Sul";"Amazonas";"Maio";"3"
"África";"África do Sul";"Amazonas";"Junho";"0"
"África";"África do Sul";"Amazonas";"Julho";"1"
"África";"África do Sul";"Amazonas";"Agosto";"5"
"África";"África do Sul";"Amazonas";"Setembro";"3"
"África";"África do Sul";"Amazonas";"Outubro";"5"
"África";"África do Sul";"Amazonas";"Novembro";"0"
"África";"África do Sul";"Amazonas";"Dezembro";"0"
"África";"África do Sul";"Bahia";"Janeiro";"1"
"África";"África do Sul";"Bahia";"Fevereiro";"0"
"África";"África do Sul";"Bahia";"Março";"0"
"África";"África do Sul";"Bahia";"Abril";"3"
"África";"África do Sul";"Bahia";"Maio";"1"
"África";"África do Sul";"Bahia";"Junho";"0"
"África";"África do Sul";"Bahia";"Julho";"0"
"África";"África do Sul";"Bahia";"Agosto";"0"
"África";"África do Sul";"Bahia";"Setembro";"1"
"África";"África do Sul";"Bahia";"Outubro";"0"
"África";"África do Sul";"Bahia";"Novembro";"4"
"África";"África do Sul";"Bahia";"Dezembro";"0"
"África";"África do Sul";"Ceará";"Janeiro";"0"
"África";"África do Sul";"Ceará";"Fevereiro";"0"
"África";"África do Sul";"Ceará";"Março";"0"
"África";"África do Sul";"Ceará";"Abril";"2"
"África";"África do Sul";"Ceará";"Maio";"5"
"África";"África do Sul";"Ceará";"Junho";"2"
"África";"África do Sul";"Ceará";"Julho";"1"
"África";"África do Sul";"Ceará";"Agosto";"1"
"África";"África do Sul";"Ceará";"Setembro";"1"
"África";"África do Sul";"Ceará";"Outubro";"3"
"África";"África do Sul";"Ceará";"Novembro";"0"
"África";"África do Sul";"Ceará";"Dezembro";"0"
"África";"África do Sul";"Distrito Federal";"Janeiro";"3"
"África";"África do Sul";"Distrito Federal";"Fevereiro";"0"
"África";"África do Sul";"Distrito Federal";"Março";"3"
"África";"África do Sul";"Distrito Federal";"Abril";"0"
"África";"África do Sul";"Distrito Federal";"Maio";"2"
"África";"África do Sul";"Distrito Federal";"Junho";"2"
"África";"África do Sul";"Distrito Federal";"Julho";"2"
"África";"África do Sul";"Distrito Federal";"Agosto";"2"
"África";"África do Sul";"Distrito Federal";"Setembro";"2"
"África";"África do Sul";"Distrito Federal";"Outubro";"2"
"África";"África do Sul";"Distrito Federal";"Novembro";"2"
"África";"África do Sul";"Distrito Federal";"Dezembro";"2"
"África";"África do Sul";"Mato Grosso do Sul";"Janeiro";"2"
"África";"África do Sul";"Mato Grosso do Sul";"Fevereiro";"0"
"África";"África do Sul";"Mato Grosso do Sul";"Março";"1"
"África";"África do Sul";"Mato Grosso do Sul";"Abril";"0"
"África";"África do Sul";"Mato Grosso do Sul";"Maio";"1"
"África";"África do Sul";"Mato Grosso do Sul";"Junho";"1"
"África";"África do Sul";"Mato Grosso do Sul";"Julho";"0"
"África";"África do Sul";"Mato Grosso do Sul";"Agosto";"1"
"África";"África do Sul";"Mato Grosso do Sul";"Setembro";"1"
"África";"África do Sul";"Mato Grosso do Sul";"Outubro";"1"
"África";"África do Sul";"Mato Grosso do Sul";"Novembro";"0"
"África";"África do Sul";"Mato Grosso do Sul";"Dezembro";"0"
"África";"África do Sul";"Minas Gerais";"Janeiro";"1"
"África";"África do Sul";"Minas Gerais";"Fevereiro";"0"
"África";"África do Sul";"Minas Gerais";"Março";"2"
"África";"África do Sul";"Minas Gerais";"Abril";"0"
"África";"África do Sul";"Minas Gerais";"Maio";"1"
"África";"África do Sul";"Minas Gerais";"Junho";"1"
"África";"África do Sul";"Minas Gerais";"Julho";"5"
"África";"África do Sul";"Minas Gerais";"Agosto";"3"
"África";"África do Sul";"Minas Gerais";"Setembro";"3"
"África";"África do Sul";"Minas Gerais";"Outubro";"3"
"África";"África do Sul";"Minas Gerais";"Novembro";"4"
"África";"África do Sul";"Minas Gerais";"Dezembro";"6"
"África";"África do Sul";"Pará";"Janeiro";"2"
"África";"África do Sul";"Pará";"Fevereiro";"4"
"África";"África do Sul";"Pará";"Março";"2"
"África";"África do Sul";"Pará";"Abril";"3"
"África";"África do Sul";"Pará";"Maio";"0"
"África";"África do Sul";"Pará";"Junho";"0"
"África";"África do Sul";"Pará";"Julho";"4"
"África";"África do Sul";"Pará";"Agosto";"4"
"África";"África do Sul";"Pará";"Setembro";"4"
"África";"África do Sul";"Pará";"Outubro";"3"
"África";"África do Sul";"Pará";"Novembro";"2"
"África";"África do Sul";"Pará";"Dezembro";"0"
"África";"África do Sul";"Paraná";"Janeiro";"122"
"África";"África do Sul";"Paraná";"Fevereiro";"82"
"África";"África do Sul";"Paraná";"Março";"51"
"África";"África do Sul";"Paraná";"Abril";"54"
"África";"África do Sul";"Paraná";"Maio";"34"
"África";"África do Sul";"Paraná";"Junho";"30"
"África";"África do Sul";"Paraná";"Julho";"56"
"África";"África do Sul";"Paraná";"Agosto";"43"
"África";"África do Sul";"Paraná";"Setembro";"42"
"África";"África do Sul";"Paraná";"Outubro";"48"
"África";"África do Sul";"Paraná";"Novembro";"49"
"África";"África do Sul";"Paraná";"Dezembro";"79"
"África";"África do Sul";"Pernambuco";"Janeiro";"1"
"África";"África do Sul";"Pernambuco";"Fevereiro";"1"
"África";"África do Sul";"Pernambuco";"Março";"0"
"África";"África do Sul";"Pernambuco";"Abril";"3"
"África";"África do Sul";"Pernambuco";"Maio";"1"
"África";"África do Sul";"Pernambuco";"Junho";"0"
"África";"África do Sul";"Pernambuco";"Julho";"1"
"África";"África do Sul";"Pernambuco";"Agosto";"0"
"África";"África do Sul";"Pernambuco";"Setembro";"1"
"África";"África do Sul";"Pernambuco";"Outubro";"0"
"África";"África do Sul";"Pernambuco";"Novembro";"8"
"África";"África do Sul";"Pernambuco";"Dezembro";"8"
"África";"África do Sul";"Rio de Janeiro";"Janeiro";"387"
"África";"África do Sul";"Rio de Janeiro";"Fevereiro";"290"
"África";"África do Sul";"Rio de Janeiro";"Março";"245"
"África";"África do Sul";"Rio de Janeiro";"Abril";"226"
"África";"África do Sul";"Rio de Janeiro";"Maio";"169"
"África";"África do Sul";"Rio de Janeiro";"Junho";"136"
"África";"África do Sul";"Rio de Janeiro";"Julho";"201"
"África";"África do Sul";"Rio de Janeiro";"Agosto";"186"
"África";"África do Sul";"Rio de Janeiro";"Setembro";"190"
"África";"África do Sul";"Rio de Janeiro";"Outubro";"216"
"África";"África do Sul";"Rio de Janeiro";"Novembro";"243"
"África";"África do Sul";"Rio de Janeiro";"Dezembro";"301"
"África";"África do Sul";"Rio Grande do Norte";"Janeiro";"0"
"África";"África do Sul";"Rio Grande do Norte";"Fevereiro";"0"
"África";"África do Sul";"Rio Grande do Norte";"Março";"0"
"África";"África do Sul";"Rio Grande do Norte";"Abril";"0"
"África";"África do Sul";"Rio Grande do Norte";"Maio";"0"
"África";"África do Sul";"Rio Grande do Norte";"Junho";"0"
"África";"África do Sul";"Rio Grande do Norte";"Julho";"0"
"África";"África do Sul";"Rio Grande do Norte";"Agosto";"0"
"África";"África do Sul";"Rio Grande do Norte";"Setembro";"0"
"África";"África do Sul";"Rio Grande do Norte";"Outubro";"0"
"África";"África do Sul";"Rio Grande do Norte";"Novembro";"3"
"África";"África do Sul";"Rio Grande do Norte";"Dezembro";"1"
"África";"África do Sul";"Rio Grande do Sul";"Janeiro";"48"
"África";"África do Sul";"Rio Grande do Sul";"Fevereiro";"33"
"África";"África do Sul";"Rio Grande do Sul";"Março";"12"
"África";"África do Sul";"Rio Grande do Sul";"Abril";"8"
"África";"África do Sul";"Rio Grande do Sul";"Maio";"3"
"África";"África do Sul";"Rio Grande do Sul";"Junho";"3"
"África";"África do Sul";"Rio Grande do Sul";"Julho";"5"
"África";"África do Sul";"Rio Grande do Sul";"Agosto";"4"
"África";"África do Sul";"Rio Grande do Sul";"Setembro";"5"
"África";"África do Sul";"Rio Grande do Sul";"Outubro";"4"
"África";"África do Sul";"Rio Grande do Sul";"Novembro";"6"
"África";"África do Sul";"Rio Grande do Sul";"Dezembro";"12"
"África";"África do Sul";"Roraima";"Janeiro";"9"
"África";"África do Sul";"Roraima";"Fevereiro";"9"
"África";"África do Sul";"Roraima";"Março";"9"
"África";"África do Sul";"Roraima";"Abril";"11"
"África";"África do Sul";"Roraima";"Maio";"9"
"África";"África do Sul";"Roraima";"Junho";"9"
"África";"África do Sul";"Roraima";"Julho";"13"
"África";"África do Sul";"Roraima";"Agosto";"19"
"África";"África do Sul";"Roraima";"Setembro";"16"
"África";"África do Sul";"Roraima";"Outubro";"18"
"África";"África do Sul";"Roraima";"Novembro";"21"
"África";"África do Sul";"Roraima";"Dezembro";"21"
"África";"África do Sul";"Santa Catarina";"Janeiro";"0"
"África";"África do Sul";"Santa Catarina";"Fevereiro";"0"
"África";"África do Sul";"Santa Catarina";"Março";"0"
"África";"África do Sul";"Santa Catarina";"Abril";"0"
"África";"África do Sul";"Santa Catarina";"Maio";"0"
"África";"África do Sul";"Santa Catarina";"Junho";"0"
"África";"África do Sul";"Santa Catarina";"Julho";"0"
"África";"África do Sul";"Santa Catarina";"Agosto";"0"
"África";"África do Sul";"Santa Catarina";"Setembro";"0"
"África";"África do Sul";"Santa Catarina";"Outubro";"0"
"África";"África do Sul";"Santa Catarina";"Novembro";"1"
"África";"África do Sul";"Santa Catarina";"Dezembro";"1"
"África";"África do Sul";"São Paulo";"Janeiro";"1.361"
"África";"África do Sul";"São Paulo";"Fevereiro";"1.523"
"África";"África do Sul";"São Paulo";"Março";"1.582"
"África";"África do Sul";"São Paulo";"Abril";"1.360"
"África";"África do Sul";"São Paulo";"Maio";"1.262"
"África";"África do Sul";"São Paulo";"Junho";"1.210"
"África";"África do Sul";"São Paulo";"Julho";"1.503"
"África";"África do Sul";"São Paulo";"Agosto";"1.341"
"África";"África do Sul";"São Paulo";"Setembro";"1.310"
"África";"África do Sul";"São Paulo";"Outubro";"1.367"
"África";"África do Sul";"São Paulo";"Novembro";"1.415"
"África";"África do Sul";"São Paulo";"Dezembro";"1.554"
"África";"África do Sul";"Outras Unidades da Federação";"Janeiro";"8"
"África";"África do Sul";"Outras Unidades da Federação";"Fevereiro";"4"
"África";"África do Sul";"Outras Unidades da Federação";"Março";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Abril";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Maio";"1"
"África";"África do Sul";"Outras Unidades da Federação";"Junho";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Julho";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Agosto";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Setembro";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Outubro";"3"
"África";"África do Sul";"Outras Unidades da Federação";"Novembro";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Dezembro";"0"
"África";"Angola";"Acre";"Janeiro";"0"
"África";"Angola";"Acre";"Fevereiro";"0"
"África";"Angola";"Acre";"Março";"0"
"África";"Angola";"Acre";"Abril";"0"
"África";"Angola";"Acre";"Maio";"0"
"África";"Angola";"Acre";"Junho";"0"
"África";"Angola";"Acre";"Julho";"0"
"África";"Angola";"Acre";"Agosto";"0"
"África";"Angola";"Acre";"Setembro";"0"
"África";"Angola";"Acre";"Outubro";"0"
"África";"Angola";"Acre";"Novembro";"0"
"África";"Angola";"Acre";"Dezembro";"0"
"África";"Angola";"Amapá";"Janeiro";"0"
"África";"Angola";"Amapá";"Fevereiro";"0"
"África";"Angola";"Amapá";"Março";"0"
"África";"Angola";"Amapá";"Abril";"0"
"África";"Angola";"Amapá";"Maio";"0"
"África";"Angola";"Amapá";"Junho";"0"
"África";"Angola";"Amapá";"Julho";"0"
"África";"Angola";"Amapá";"Agosto";"0"
"África";"Angola";"Amapá";"Setembro";"0"
"África";"Angola";"Amapá";"Outubro";"0"
"África";"Angola";"Amapá";"Novembro";"0"
"África";"Angola";"Amapá";"Dezembro";"0"
"África";"Angola";"Amazonas";"Janeiro";"0"
"África";"Angola";"Amazonas";"Fevereiro";"0"
"África";"Angola";"Amazonas";"Março";"0"
"África";"Angola";"Amazonas";"Abril";"0"
"África";"Angola";"Amazonas";"Maio";"0"
"África";"Angola";"Amazonas";"Junho";"0"
"África";"Angola";"Amazonas";"Julho";"0"
"África";"Angola";"Amazonas";"Agosto";"0"
"África";"Angola";"Amazonas";"Setembro";"0"
"África";"Angola";"Amazonas";"Outubro";"0"
"África";"Angola";"Amazonas";"Novembro";"0"
"África";"Angola";"Amazonas";"Dezembro";"0"
"África";"Angola";"Bahia";"Janeiro";"1"
"África";"Angola";"Bahia";"Fevereiro";"1"
"África";"Angola";"Bahia";"Março";"1"
"África";"Angola";"Bahia";"Abril";"0"
"África";"Angola";"Bahia";"Maio";"0"
"África";"Angola";"Bahia";"Junho";"0"
"África";"Angola";"Bahia";"Julho";"0"
"África";"Angola";"Bahia";"Agosto";"0"
"África";"Angola";"Bahia";"Setembro";"0"
"África";"Angola";"Bahia";"Outubro";"1"
"África";"Angola";"Bahia";"Novembro";"0"
"África";"Angola";"Bahia";"Dezembro";"0"
"África";"Angola";"Ceará";"Janeiro";"0"
"África";"Angola";"Ceará";"Fevereiro";"1"
"África";"Angola";"Ceará";"Março";"0"
"África";"Angola";"Ceará";"Abril";"1"
"África";"Angola";"Ceará";"Maio";"0"
"África";"Angola";"Ceará";"Junho";"0"
"África";"Angola";"Ceará";"Julho";"2"
"África";"Angola";"Ceará";"Agosto";"0"
"África";"Angola";"Ceará";"Setembro";"0"
"África";"Angola";"Ceará";"Outubro";"1"
"África";"Angola";"Ceará";"Novembro";"2"
"África";"Angola";"Ceará";"Dezembro";"2"
"África";"Angola";"Distrito Federal";"Janeiro";"0"
"África";"Angola";"Distrito Federal";"Fevereiro";"2"
"África";"Angola";"Distrito Federal";"Março";"2"
"África";"Angola";"Distrito Federal";"Abril";"0"
"África";"Angola";"Distrito Federal";"Maio";"1"
"África";"Angola";"Distrito Federal";"Junho";"1"
"África";"Angola";"Distrito Federal";"Julho";"1"
"África";"Angola";"Distrito Federal";"Agosto";"0"
"África";"Angola";"Distrito Federal";"Setembro";"0"
"África";"Angola";"Distrito Federal";"Outubro";"2"
"África";"Angola";"Distrito Federal";"Novembro";"0"
"África";"Angola";"Distrito Federal";"Dezembro";"2"
"África";"Angola";"Mato Grosso do Sul";"Janeiro";"0"
"África";"Angola";"Mato Grosso do Sul";"Fevereiro";"0"
"África";"Angola";"Mato Grosso do Sul";"Março";"0"
"África";"Angola";"Mato Grosso do Sul";"Abril";"0"
"África";"Angola";"Mato Grosso do Sul";"Maio";"0"
"África";"Angola";"Mato Grosso do Sul";"Junho";"0"
"África";"Angola";"Mato Grosso do Sul";"Julho";"0"
"África";"Angola";"Mato Grosso do Sul";"Agosto";"0"
"África";"Angola";"Mato Grosso do Sul";"Setembro";"0"
"África";"Angola";"Mato Grosso do Sul";"Outubro";"0"
"África";"Angola";"Mato Grosso do Sul";"Novembro";"0"
"África";"Angola";"Mato Grosso do Sul";"Dezembro";"0"
"África";"Angola";"Minas Gerais";"Janeiro";"0"
"África";"Angola";"Minas Gerais";"Fevereiro";"0"
"África";"Angola";"Minas Gerais";"Março";"0"
"África";"Angola";"Minas Gerais";"Abril";"1"
"África";"Angola";"Minas Gerais";"Maio";"0"
"África";"Angola";"Minas Gerais";"Junho";"0"
"África";"Angola";"Minas Gerais";"Julho";"0"
"África";"Angola";"Minas Gerais";"Agosto";"0"
"África";"Angola";"Minas Gerais";"Setembro";"0"
"África";"Angola";"Minas Gerais";"Outubro";"0"
"África";"Angola";"Minas Gerais";"Novembro";"0"
"África";"Angola";"Minas Gerais";"Dezembro";"2"
"África";"Angola";"Pará";"Janeiro";"0"
"África";"Angola";"Pará";"Fevereiro";"0"
"África";"Angola";"Pará";"Março";"0"
"África";"Angola";"Pará";"Abril";"0"
"África";"Angola";"Pará";"Maio";"0"
"África";"Angola";"Pará";"Junho";"0"
"África";"Angola";"Pará";"Julho";"0"
"África";"Angola";"Pará";"Agosto";"0"
"África";"Angola";"Pará";"Setembro";"0"
"África";"Angola";"Pará";"Outubro";"0"
"África";"Angola";"Pará";"Novembro";"0"
"África";"Angola";"Pará";"Dezembro";"0"
"África";"Angola";"Paraná";"Janeiro";"5"
"África";"Angola";"Paraná";"Fevereiro";"3"
"África";"Angola";"Paraná";"Março";"2"
"África";"Angola";"Paraná";"Abril";"0"
"África";"Angola";"Paraná";"Maio";"0"
"África";"Angola";"Paraná";"Junho";"0"
"África";"Angola";"Paraná";"Julho";"2"
"África";"Angola";"Paraná";"Agosto";"2"
"África";"Angola";"Paraná";"Setembro";"2"
"África";"Angola";"Paraná";"Outubro";"2"
"África";"Angola";"Paraná";"Novembro";"0"
"África";"Angola";"Paraná";"Dezembro";"3"
"África";"Angola";"Pernambuco";"Janeiro";"1"
"África";"Angola";"Pernambuco";"Fevereiro";"0"
"África";"Angola";"Pernambuco";"Março";"0"
"África";"Angola";"Pernambuco";"Abril";"0"
"África";"Angola";"Pernambuco";"Maio";"1"
"África";"Angola";"Pernambuco";"Junho";"0"
"África";"Angola";"Pernambuco";"Julho";"1"
"África";"Angola";"Pernambuco";"Agosto";"1"
"África";"Angola";"Pernambuco";"Setembro";"1"
"África";"Angola";"Pernambuco";"Outubro";"0"
"África";"Angola";"Pernambuco";"Novembro";"1"
"África";"Angola";"Pernambuco";"Dezembro";"0"
"África";"Angola";"Rio de Janeiro";"Janeiro";"743"
"África";"Angola";"Rio de Janeiro";"Fevereiro";"762"
"África";"Angola";"Rio de Janeiro";"Março";"645"
"África";"Angola";"Rio de Janeiro";"Abril";"577"
"África";"Angola";"Rio de Janeiro";"Maio";"446"
"África";"Angola";"Rio de Janeiro";"Junho";"365"
"África";"Angola";"Rio de Janeiro";"Julho";"538"
"África";"Angola";"Rio de Janeiro";"Agosto";"497"
"África";"Angola";"Rio de Janeiro";"Setembro";"509"
"África";"Angola";"Rio de Janeiro";"Outubro";"578"
"África";"Angola";"Rio de Janeiro";"Novembro";"642"
"África";"Angola";"Rio de Janeiro";"Dezembro";"786"
"África";"Angola";"Rio Grande do Norte";"Janeiro";"0"
"África";"Angola";"Rio Grande do Norte";"Fevereiro";"1"
"África";"Angola";"Rio Grande do Norte";"Março";"1"
"África";"Angola";"Rio Grande do Norte";"Abril";"0"
"África";"Angola";"Rio Grande do Norte";"Maio";"0"
"África";"Angola";"Rio Grande do Norte";"Junho";"0"
"África";"Angola";"Rio Grande do Norte";"Julho";"0"
"África";"Angola";"Rio Grande do Norte";"Agosto";"0"
"África";"Angola";"Rio Grande do Norte";"Setembro";"0"
"África";"Angola";"Rio Grande do Norte";"Outubro";"0"
"África";"Angola";"Rio Grande do Norte";"Novembro";"0"
"África";"Angola";"Rio Grande do Norte";"Dezembro";"1"
"África";"Angola";"Rio Grande do Sul";"Janeiro";"0"
"África";"Angola";"Rio Grande do Sul";"Fevereiro";"2"
"África";"Angola";"Rio Grande do Sul";"Março";"1"
"África";"Angola";"Rio Grande do Sul";"Abril";"0"
"África";"Angola";"Rio Grande do Sul";"Maio";"0"
"África";"Angola";"Rio Grande do Sul";"Junho";"0"
"África";"Angola";"Rio Grande do Sul";"Julho";"0"
"África";"Angola";"Rio Grande do Sul";"Agosto";"0"
"África";"Angola";"Rio Grande do Sul";"Setembro";"0"
"África";"Angola";"Rio Grande do Sul";"Outubro";"0"
"África";"Angola";"Rio Grande do Sul";"Novembro";"1"
"África";"Angola";"Rio Grande do Sul";"Dezembro";"0"
"África";"Angola";"Roraima";"Janeiro";"0"
"África";"Angola";"Roraima";"Fevereiro";"0"
"África";"Angola";"Roraima";"Março";"0"
"África";"Angola";"Roraima";"Abril";"0"
"África";"Angola";"Roraima";"Maio";"0"
"África";"Angola";"Roraima";"Junho";"0"
"África";"Angola";"Roraima";"Julho";"0"
"África";"Angola";"Roraima";"Agosto";"0"
"África";"Angola";"Roraima";"Setembro";"0"
"África";"Angola";"Roraima";"Outubro";"0"
"África";"Angola";"Roraima";"Novembro";"0"
"África";"Angola";"Roraima";"Dezembro";"0"
"África";"Angola";"Santa Catarina";"Janeiro";"0"
"África";"Angola";"Santa Catarina";"Fevereiro";"0"
"África";"Angola";"Santa Catarina";"Março";"0"
"África";"Angola";"Santa Catarina";"Abril";"0"
"África";"Angola";"Santa Catarina";"Maio";"0"
"África";"Angola";"Santa Catarina";"Junho";"0"
"África";"Angola";"Santa Catarina";"Julho";"0"
"África";"Angola";"Santa Catarina";"Agosto";"0"
"África";"Angola";"Santa Catarina";"Setembro";"0"
"África";"Angola";"Santa Catarina";"Outubro";"0"
"África";"Angola";"Santa Catarina";"Novembro";"0"
"África";"Angola";"Santa Catarina";"Dezembro";"0"
"África";"Angola";"São Paulo";"Janeiro";"1.286"
"África";"Angola";"São Paulo";"Fevereiro";"1.438"
"África";"Angola";"São Paulo";"Março";"1.495"
"África";"Angola";"São Paulo";"Abril";"1.285"
"África";"Angola";"São Paulo";"Maio";"1.193"
"África";"Angola";"São Paulo";"Junho";"1.144"
"África";"Angola";"São Paulo";"Julho";"1.421"
"África";"Angola";"São Paulo";"Agosto";"1.267"
"África";"Angola";"São Paulo";"Setembro";"1.238"
"África";"Angola";"São Paulo";"Outubro";"1.292"
"África";"Angola";"São Paulo";"Novembro";"1.337"
"África";"Angola";"São Paulo";"Dezembro";"1.459"
"África";"Angola";"Outras Unidades da Federação";"Janeiro";"0"
"África";"Angola";"Outras Unidades da Federação";"Fevereiro";"0"
"África";"Angola";"Outras Unidades da Federação";"Março";"0"
"África";"Angola";"Outras Unidades da Federação";"Abril";"0"
"África";"Angola";"Outras Unidades da Federação";"Maio";"0"
"África";"Angola";"Outras Unidades da Federação";"Junho";"0"
"África";"Angola";"Outras Unidades da Federação";"Julho";"0"
"África";"Angola";"Outras Unidades da Federação";"Agosto";"0"
"África";"Angola";"Outras Unidades da Federação";"Setembro";"0"
"África";"Angola";"Outras Unidades da Federação";"Outubro";"0"
"África";"Angola";"Outras Unidades da Federação";"Novembro";"0"
"África";"Angola";"Outras Unidades da Federação";"Dezembro";"0"
"África";"Cabo Verde";"Acre";"Janeiro";"0"
"África";"Cabo Verde";"Acre";"Fevereiro";"0"
"África";"Cabo Verde";"Acre";"Março";"0"
"África";"Cabo Verde";"Acre";"Abril";"0"
"África";"Cabo Verde";"Acre";"Maio";"0"
"África";"Cabo Verde";"Acre";"Junho";"0"
"África";"Cabo Verde";"Acre";"Julho";"0"
"África";"Cabo Verde";"Acre";"Agosto";"0"
"África";"Cabo Verde";"Acre";"Setembro";"0"
"África";"Cabo Verde";"Acre";"Outubro";"0"
"África";"Cabo Verde";"Acre";"Novembro";"0"
"África";"Cabo Verde";"Acre";"Dezembro";"0"
"África";"Cabo Verde";"Amapá";"Janeiro";"0"
"África";"Cabo Verde";"Amapá";"Fevereiro";"0"
"África";"Cabo Verde";"Amapá";"Março";"0"
"África";"Cabo Verde";"Amapá";"Abril";"0"
"África";"Cabo Verde";"Amapá";"Maio";"0"
"África";"Cabo Verde";"Amapá";"Junho";"0"
"África";"Cabo Verde";"Amapá";"Julho";"0"
"África";"Cabo Verde";"Amapá";"Agosto";"0"
"África";"Cabo Verde";"Amapá";"Setembro";"0"
"África";"Cabo Verde";"Amapá";"Outubro";"0"
"África";"Cabo Verde";"Amapá";"Novembro";"0"
"África";"Cabo Verde";"Amapá";"Dezembro";"0"
"África";"Cabo Verde";"Amazonas";"Janeiro";"0"
"África";"Cabo Verde";"Amazonas";"Fevereiro";"0"
"África";"Cabo Verde";"Amazonas";"Março";"0"
"África";"Cabo Verde";"Amazonas";"Abril";"0"
"África";"Cabo Verde";"Amazonas";"Maio";"0"
"África";"Cabo Verde";"Amazonas";"Junho";"0"
"África";"Cabo Verde";"Amazonas";"Julho";"0"
"África";"Cabo Verde";"Amazonas";"Agosto";"0"
"África";"Cabo Verde";"Amazonas";"Setembro";"0"
"África";"Cabo Verde";"Amazonas";"Outubro";"0"
"África";"Cabo Verde";"Amazonas";"Novembro";"0"
"África";"Cabo Verde";"Amazonas";"Dezembro";"0"
"África";"Cabo Verde";"Bahia";"Janeiro";"0"
"África";"Cabo Verde";"Bahia";"Fevereiro";"0"
"África";"Cabo Verde";"Bahia";"Março";"0"
"África";"Cabo Verde";"Bahia";"Abril";"0"
"África";"Cabo Verde";"Bahia";"Maio";"0"
"África";"Cabo Verde";"Bahia";"Junho";"0"
"África";"Cabo Verde";"Bahia";"Julho";"0"
"África";"Cabo Verde";"Bahia";"Agosto";"0"
"África";"Cabo Verde";"Bahia";"Setembro";"0"
"África";"Cabo Verde";"Bahia";"Outubro";"0"
"África";"Cabo Verde";"Bahia";"Novembro";"0"
"África";"Cabo Verde";"Bahia";"Dezembro";"0"
"África";"Cabo Verde";"Ceará";"Janeiro";"69"
"África";"Cabo Verde";"Ceará";"Fevereiro";"67"
"África";"Cabo Verde";"Ceará";"Março";"53"
"África";"Cabo Verde";"Ceará";"Abril";"43"
"África";"Cabo Verde";"Ceará";"Maio";"38"
"África";"Cabo Verde";"Ceará";"Junho";"53"
"África";"Cabo Verde";"Ceará";"Julho";"110"
"África";"Cabo Verde";"Ceará";"Agosto";"92"
"África";"Cabo Verde";"Ceará";"Setembro";"68"
"África";"Cabo Verde";"Ceará";"Outubro";"99"
"África";"Cabo Verde";"Ceará";"Novembro";"120"
"África";"Cabo Verde";"Ceará";"Dezembro";"118"
"África";"Cabo Verde";"Distrito Federal";"Janeiro";"4"
"África";"Cabo Verde";"Distrito Federal";"Fevereiro";"4"
"África";"Cabo Verde";"Distrito Federal";"Março";"4"
"África";"Cabo Verde";"Distrito Federal";"Abril";"0"
"África";"Cabo Verde";"Distrito Federal";"Maio";"2"
"África";"Cabo Verde";"Distrito Federal";"Junho";"2"
"África";"Cabo Verde";"Distrito Federal";"Julho";"3"
"África";"Cabo Verde";"Distrito Federal";"Agosto";"3"
"África";"Cabo Verde";"Distrito Federal";"Setembro";"3"
"África";"Cabo Verde";"Distrito Federal";"Outubro";"3"
"África";"Cabo Verde";"Distrito Federal";"Novembro";"0"
"África";"Cabo Verde";"Distrito Federal";"Dezembro";"3"
"África";"Cabo Verde";"Mato Grosso do Sul";"Janeiro";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"Fevereiro";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"Março";"0"
